EmpID,FirstName,LastName,StartDate,Position,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,DOB,State,Gender,Pincode,Performance ,Current Emp Rating,CompanyName
3664,Arjun,Sharma,06-Oct-20,Software Developer,Meena Joshi,arjun.sharma@unifiedmentors.com,PYZ,Future Start,Full-Time,Zone C,Part-Time,Development,15-08-1956,GJ,Female,72618,Fully Meets,3,Unified Mentors Pvt Ltd
3665,Madhav,Nair,22-Nov-19,IT Support Specialist,Arvind Agarwal,madhav.nair@unifiedmentors.com,SVG,Active,Full-Time,Zone B,Temporary,Support,30-03-1985,MP,Male,97447,Fully Meets,3,Unified Mentors Pvt Ltd
3666,Diya,Singh,29-Apr-22,System Administrator,Neha Shah,diya.singh@unifiedmentors.com,TNS,Active,Full-Time,Zone A,Full-Time,Admin,19-05-1956,MP,Male,72545,Fully Meets,3,Unified Mentors Pvt Ltd
3667,Tanvi,Verma,11-Dec-22,Cybersecurity Analyst,Pooja Das,tanvi.verma@unifiedmentors.com,WBL,Active,Part-Time,Zone B,Temporary,Cyber,23-08-1998,KA,Male,57524,Fully Meets,3,Unified Mentors Pvt Ltd
3668,Rohan,Sharma,06-Aug-23,Project Manager,Vikram Singh,rohan.sharma@unifiedmentors.com,BPC,Active,Full-Time,Zone C,Full-Time,Project management,24-05-1996,RJ,Male,86435,Needs Improvement,3,Unified Mentors Pvt Ltd
3669,Aanya,Khan,28-Mar-20,Database Administrator,Anjali Rao,aanya.khan@unifiedmentors.com,CCDR,Voluntarily Terminated,Contract,Zone A,Temporary,Backend,16-01-1967,UP,Male,42749,Fully Meets,3,Unified Mentors Pvt Ltd
3670,Tanvi,Patel,11-Aug-22,Data Analyst,Ravi Kumar,tanvi.patel@unifiedmentors.com,SVG,Active,Full-Time,Zone A,Full-Time,Backend,17-01-1969,RJ,Female,20789,Needs Improvement,3,Unified Mentors Pvt Ltd
3671,Madhav,Khan,26-Jan-23,Full stack developer,Arvind Agarwal,madhav.khan@unifiedmentors.com,EW,Voluntarily Terminated,Part-Time,Zone A,Temporary,Development,29-12-1989,WB,Female,11915,Needs Improvement,3,Unified Mentors Pvt Ltd
3672,Aarav,Sharma,14-Jan-19,DevOps Engineer,Rahul Mehta,aarav.sharma@unifiedmentors.com,MSC,Active,Part-Time,Zone A,Full-Time,DevOps,24-02-1991,UP,Female,13367,Fully Meets,3,Unified Mentors Pvt Ltd
3673,Kavya,Mehta,11-Jun-22,Cloud Architect,Rahul Mehta,kavya.mehta@unifiedmentors.com,TNS,Voluntarily Terminated,Full-Time,Zone B,Temporary,Cloud,19-02-1973,GJ,Female,26601,Fully Meets,3,Unified Mentors Pvt Ltd
3674,Ishaan,Gupta,25-Jun-20,Database Administrator,Anjali Rao,ishaan.gupta@unifiedmentors.com,BPC,Voluntarily Terminated,Part-Time,Zone C,Part-Time,Backend,01-05-1996,UP,Female,92111,Fully Meets,3,Unified Mentors Pvt Ltd
3675,Tanvi,Nair,08-Jun-20,Software Developer,Arvind Agarwal,tanvi.nair@unifiedmentors.com,CCDR,Active,Full-Time,Zone C,Full-Time,Development,28-08-1952,RJ,Female,48117,Fully Meets,3,Unified Mentors Pvt Ltd
3676,Aanya,Sharma,29-Aug-18,IT Support Specialist,Anjali Rao,aanya.sharma@unifiedmentors.com,BPC,Active,Contract,Zone B,Part-Time,Support,29-11-1993,AP,Male,13222,Fully Meets,3,Unified Mentors Pvt Ltd
3677,Arjun,Mehta,01-Oct-22,System Administrator,Neha Shah,arjun.mehta@unifiedmentors.com,CCDR,Active,Full-Time,Zone A,Full-Time,Admin,04-02-1960,MH,Male,44457,Fully Meets,3,Unified Mentors Pvt Ltd
3678,Rohan,Sharma,22-Jul-21,Cybersecurity Analyst,Pooja Das,rohan.sharma@unifiedmentors.com,SVG,Active,Full-Time,Zone A,Full-Time,Cyber,24-05-1999,TN,Male,24360,Fully Meets,3,Unified Mentors Pvt Ltd
3679,Ishaan,Gupta,14-Dec-19,Project Manager,Meena Joshi,ishaan.gupta@unifiedmentors.com,EW,Active,Full-Time,Zone A,Full-Time,Project management,16-07-1989,MH,Male,78737,Fully Meets,3,Unified Mentors Pvt Ltd
3680,Nisha,Patel,27-Mar-20,Database Administrator,Anil Kapoor,nisha.patel@unifiedmentors.com,MSC,Active,Part-Time,Zone B,Full-Time,Backend,14-09-1985,WB,Female,12950,Fully Meets,3,Unified Mentors Pvt Ltd
3681,Kavya,Verma,25-Nov-21,Data Analyst,Rahul Mehta,kavya.verma@unifiedmentors.com,TNS,Active,Part-Time,Zone B,Temporary,Backend,17-03-1976,TN,Female,39768,Fully Meets,3,Unified Mentors Pvt Ltd
3682,Arjun,Mehta,08-Jul-23,Full stack developer,Vikram Singh,arjun.mehta@unifiedmentors.com,PYZ,Active,Full-Time,Zone C,Temporary,Development,28-04-1943,MH,Female,40978,Fully Meets,4,Unified Mentors Pvt Ltd
3683,Ishaan,Verma,02-Nov-21,DevOps Engineer,Pooja Das,ishaan.verma@unifiedmentors.com,WBL,Active,Part-Time,Zone C,Temporary,DevOps,06-01-1956,DL,Male,29172,Fully Meets,3,Unified Mentors Pvt Ltd
3684,Diya,Singh,01-Dec-19,Cloud Architect,Rahul Mehta,diya.singh@unifiedmentors.com,NEL,Active,Contract,Zone C,Part-Time,Cloud,03-08-1954,MP,Male,98848,Fully Meets,3,Unified Mentors Pvt Ltd
3685,Nisha,Khan,16-Aug-22,Database Administrator,Anjali Rao,nisha.khan@unifiedmentors.com,PL,Active,Full-Time,Zone C,Full-Time,Backend,22-06-1986,DL,Male,22450,Fully Meets,3,Unified Mentors Pvt Ltd
3686,Nisha,Patel,25-Apr-21,Software Developer,Vikram Singh,nisha.patel@unifiedmentors.com,BPC,Future Start,Part-Time,Zone A,Full-Time,Development,20-04-1998,UP,Male,68647,Exceeds,1,Unified Mentors Pvt Ltd
3687,Arjun,Jain,17-May-19,IT Support Specialist,Pooja Das,arjun.jain@unifiedmentors.com,CCDR,Active,Part-Time,Zone B,Temporary,Support,20-08-1944,GJ,Female,46957,Exceeds,1,Unified Mentors Pvt Ltd
3688,Rohan,Reddy,04-May-19,System Administrator,Rahul Mehta,rohan.reddy@unifiedmentors.com,SVG,Future Start,Contract,Zone B,Full-Time,Admin,19-09-1951,AP,Female,64952,Exceeds,3,Unified Mentors Pvt Ltd
3689,Aanya,Reddy,16-Jul-21,Cybersecurity Analyst,Vikram Singh,aanya.reddy@unifiedmentors.com,EW,Active,Contract,Zone A,Temporary,Cyber,29-12-1960,TN,Male,59985,Exceeds,3,Unified Mentors Pvt Ltd
3690,Kavya,Mehta,04-Aug-20,Project Manager,Rahul Mehta,kavya.mehta@unifiedmentors.com,MSC,Active,Part-Time,Zone A,Temporary,Project management,14-11-1950,GJ,Male,83518,Needs Improvement,3,Unified Mentors Pvt Ltd
3691,Kavya,Jain,23-Nov-20,Database Administrator,Anil Kapoor,kavya.jain@unifiedmentors.com,TNS,Active,Part-Time,Zone C,Full-Time,Backend,03-01-1993,TN,Male,68382,Needs Improvement,1,Unified Mentors Pvt Ltd
3692,Nisha,Mehta,11-Nov-19,Data Analyst,Anjali Rao,nisha.mehta@unifiedmentors.com,PYZ,Active,Full-Time,Zone B,Part-Time,Backend,15-12-1979,MP,Male,59021,Needs Improvement,3,Unified Mentors Pvt Ltd
3693,Nisha,Verma,20-May-19,Full stack developer,Meena Joshi,nisha.verma@unifiedmentors.com,SVG,Active,Part-Time,Zone B,Temporary,Development,01-08-1977,AP,Female,16703,Exceeds,2,Unified Mentors Pvt Ltd
3694,Ishaan,Nair,05-Nov-19,DevOps Engineer,Neha Shah,ishaan.nair@unifiedmentors.com,EW,Voluntarily Terminated,Full-Time,Zone A,Part-Time,DevOps,11-03-1961,KA,Female,21731,PIP,4,Unified Mentors Pvt Ltd
3695,Madhav,Verma,20-Sep-18,Cloud Architect,Arvind Agarwal,madhav.verma@unifiedmentors.com,MSC,Voluntarily Terminated,Contract,Zone C,Temporary,Cloud,28-11-1989,KA,Female,87128,PIP,4,Unified Mentors Pvt Ltd
3696,Rohan,Khan,02-Sep-20,Database Administrator,Anil Kapoor,rohan.khan@unifiedmentors.com,TNS,Voluntarily Terminated,Contract,Zone B,Part-Time,Backend,07-10-1989,AP,Female,45983,PIP,3,Unified Mentors Pvt Ltd
3697,Aanya,Singh,28-Jun-20,Software Developer,Meena Joshi,aanya.singh@unifiedmentors.com,PYZ,Active,Full-Time,Zone A,Part-Time,Development,26-12-1992,DL,Female,11393,PIP,4,Unified Mentors Pvt Ltd
3698,Ishaan,Nair,22-Mar-23,IT Support Specialist,Arvind Agarwal,ishaan.nair@unifiedmentors.com,WBL,Active,Full-Time,Zone A,Full-Time,Support,12-06-1984,WB,Female,14860,PIP,3,Unified Mentors Pvt Ltd
3699,Nisha,Verma,30-Aug-22,System Administrator,Meena Joshi,nisha.verma@unifiedmentors.com,PYZ,Voluntarily Terminated,Part-Time,Zone B,Temporary,Admin,31-01-1977,TN,Male,96448,PIP,2,Unified Mentors Pvt Ltd
3700,Ishaan,Verma,24-Oct-19,Cybersecurity Analyst,Neha Shah,ishaan.verma@unifiedmentors.com,PL,Active,Part-Time,Zone A,Temporary,Cyber,12-04-1988,WB,Male,42603,PIP,1,Unified Mentors Pvt Ltd
3701,Diya,Verma,09-Nov-19,Project Manager,Pooja Das,diya.verma@unifiedmentors.com,NEL,Active,Part-Time,Zone B,Temporary,Project management,20-06-1948,GJ,Male,77974,PIP,2,Unified Mentors Pvt Ltd
3702,Madhav,Reddy,13-Jul-19,Database Administrator,Ravi Kumar,madhav.reddy@unifiedmentors.com,MSC,Active,Part-Time,Zone C,Part-Time,Backend,22-04-1976,DL,Male,73829,Exceeds,3,Unified Mentors Pvt Ltd
3703,Ishaan,Nair,31-Aug-20,Data Analyst,Vikram Singh,ishaan.nair@unifiedmentors.com,EW,Active,Part-Time,Zone A,Part-Time,Backend,15-02-1951,RJ,Female,48188,Exceeds,4,Unified Mentors Pvt Ltd
3704,Ishaan,Sharma,25-Jan-19,Full stack developer,Sita Desai,ishaan.sharma@unifiedmentors.com,CCDR,Active,Full-Time,Zone C,Part-Time,Development,05-02-1976,DL,Female,28570,Exceeds,5,Unified Mentors Pvt Ltd
3705,Kavya,Jain,21-Nov-20,DevOps Engineer,Pooja Das,kavya.jain@unifiedmentors.com,BPC,Active,Full-Time,Zone A,Part-Time,DevOps,27-05-1967,WB,Female,73750,Exceeds,3,Unified Mentors Pvt Ltd
3706,Kavya,Mehta,23-Sep-19,Cloud Architect,Ravi Kumar,kavya.mehta@unifiedmentors.com,WBL,Active,Full-Time,Zone B,Part-Time,Cloud,08-11-1974,UP,Male,61073,Exceeds,3,Unified Mentors Pvt Ltd
3707,Rohan,Verma,11-Dec-22,Database Administrator,Sita Desai,rohan.verma@unifiedmentors.com,TNS,Active,Contract,Zone B,Temporary,Backend,01-12-1995,MP,Male,79272,Exceeds,3,Unified Mentors Pvt Ltd
3708,Arjun,Khan,21-Aug-20,Software Developer,Neha Shah,arjun.khan@unifiedmentors.com,SVG,Active,Full-Time,Zone C,Part-Time,Development,19-02-1974,MP,Male,78324,Exceeds,4,Unified Mentors Pvt Ltd
3709,Aanya,Nair,04-Feb-19,IT Support Specialist,Meena Joshi,aanya.nair@unifiedmentors.com,PYZ,Active,Full-Time,Zone C,Part-Time,Support,18-09-1969,UP,Male,23346,Exceeds,5,Unified Mentors Pvt Ltd
3710,Aarav,Mehta,29-Oct-21,System Administrator,Ravi Kumar,aarav.mehta@unifiedmentors.com,PL,Active,Full-Time,Zone C,Part-Time,Admin,16-10-1960,UP,Female,30891,Exceeds,1,Unified Mentors Pvt Ltd
3711,Ishaan,Mehta,17-Jul-21,Cybersecurity Analyst,Vikram Singh,ishaan.mehta@unifiedmentors.com,NEL,Active,Part-Time,Zone A,Temporary,Cyber,03-01-1981,DL,Female,53899,Needs Improvement,1,Unified Mentors Pvt Ltd
3712,Nisha,Nair,28-Apr-19,Project Manager,Anil Kapoor,nisha.nair@unifiedmentors.com,MSC,Future Start,Part-Time,Zone C,Temporary,Project management,03-04-1956,UP,Male,83716,Needs Improvement,5,Unified Mentors Pvt Ltd
3713,Aarav,Gupta,21-Jul-20,Database Administrator,Rahul Mehta,aarav.gupta@unifiedmentors.com,EW,Active,Full-Time,Zone B,Temporary,Backend,10-04-1985,AP,Male,41873,Fully Meets,3,Unified Mentors Pvt Ltd
3714,Aarav,Jain,19-Jan-20,Data Analyst,Meena Joshi,aarav.jain@unifiedmentors.com,CCDR,Active,Full-Time,Zone B,Part-Time,Backend,19-04-1965,MP,Male,14080,Fully Meets,4,Unified Mentors Pvt Ltd
3715,Aarav,Verma,12-Sep-21,Full stack developer,Anil Kapoor,aarav.verma@unifiedmentors.com,BPC,Active,Contract,Zone A,Full-Time,Development,05-03-1976,MP,Male,94828,Fully Meets,4,Unified Mentors Pvt Ltd
3716,Diya,Gupta,31-Jul-22,DevOps Engineer,Anil Kapoor,diya.gupta@unifiedmentors.com,SVG,Voluntarily Terminated,Full-Time,Zone A,Full-Time,DevOps,27-06-1993,RJ,Female,20176,Fully Meets,1,Unified Mentors Pvt Ltd
3717,Tanvi,Sharma,18-May-23,Cloud Architect,Vikram Singh,tanvi.sharma@unifiedmentors.com,EW,Active,Contract,Zone B,Full-Time,Cloud,07-11-1992,MP,Female,24990,Fully Meets,2,Unified Mentors Pvt Ltd
3718,Diya,Verma,25-May-21,Database Administrator,Meena Joshi,diya.verma@unifiedmentors.com,MSC,Voluntarily Terminated,Contract,Zone C,Temporary,Backend,15-09-1946,KA,Female,22689,Fully Meets,4,Unified Mentors Pvt Ltd
3719,Diya,Patel,22-Jul-22,Software Developer,Rahul Mehta,diya.patel@unifiedmentors.com,TNS,Active,Contract,Zone B,Full-Time,Development,08-07-1947,UP,Female,70414,Fully Meets,3,Unified Mentors Pvt Ltd
3720,Diya,Reddy,23-May-19,IT Support Specialist,Vikram Singh,diya.reddy@unifiedmentors.com,PYZ,Active,Part-Time,Zone B,Full-Time,Support,18-12-1958,RJ,Female,26331,Fully Meets,3,Unified Mentors Pvt Ltd
3721,Nisha,Jain,12-Feb-20,System Administrator,Ravi Kumar,nisha.jain@unifiedmentors.com,NEL,Active,Full-Time,Zone B,Full-Time,Admin,24-03-1960,MP,Male,26891,Fully Meets,2,Unified Mentors Pvt Ltd
3722,Aanya,Jain,16-Feb-20,Cybersecurity Analyst,Neha Shah,aanya.jain@unifiedmentors.com,PL,Voluntarily Terminated,Part-Time,Zone B,Full-Time,Cyber,31-08-1947,DL,Male,80982,Fully Meets,2,Unified Mentors Pvt Ltd
3723,Tanvi,Jain,29-Apr-22,Project Manager,Meena Joshi,tanvi.jain@unifiedmentors.com,BPC,Voluntarily Terminated,Full-Time,Zone A,Temporary,Project management,30-08-1972,KA,Male,94964,Fully Meets,3,Unified Mentors Pvt Ltd
3724,Rohan,Khan,10-Oct-19,Database Administrator,Vikram Singh,rohan.khan@unifiedmentors.com,CCDR,Voluntarily Terminated,Part-Time,Zone C,Temporary,Backend,25-11-1969,RJ,Male,75907,Fully Meets,4,Unified Mentors Pvt Ltd
3725,Kavya,Gupta,07-Apr-19,Data Analyst,Vikram Singh,kavya.gupta@unifiedmentors.com,SVG,Active,Contract,Zone B,Part-Time,Backend,21-08-1955,UP,Male,76008,Fully Meets,1,Unified Mentors Pvt Ltd
3726,Diya,Khan,13-Jul-20,Full stack developer,Rahul Mehta,diya.khan@unifiedmentors.com,EW,Active,Contract,Zone A,Full-Time,Development,25-07-1995,UP,Female,5819,Fully Meets,4,Unified Mentors Pvt Ltd
3727,Aarav,Singh,26-Aug-21,DevOps Engineer,Ravi Kumar,aarav.singh@unifiedmentors.com,MSC,Active,Part-Time,Zone C,Temporary,DevOps,15-01-1945,UP,Female,39769,Fully Meets,3,Unified Mentors Pvt Ltd
3728,Aanya,Nair,23-Dec-21,Cloud Architect,Neha Shah,aanya.nair@unifiedmentors.com,TNS,Active,Contract,Zone A,Part-Time,Cloud,07-02-1967,DL,Male,12621,Fully Meets,5,Unified Mentors Pvt Ltd
3729,Nisha,Singh,08-Dec-22,Database Administrator,Pooja Das,nisha.singh@unifiedmentors.com,BPC,Active,Contract,Zone B,Part-Time,Backend,01-01-1943,WB,Male,21025,Fully Meets,3,Unified Mentors Pvt Ltd
3730,Rohan,Mehta,18-Jan-22,Software Developer,Rahul Mehta,rohan.mehta@unifiedmentors.com,CCDR,Active,Contract,Zone B,Temporary,Development,08-12-1965,KA,Male,28081,Fully Meets,4,Unified Mentors Pvt Ltd
3731,Diya,Verma,28-Feb-20,IT Support Specialist,Ravi Kumar,diya.verma@unifiedmentors.com,EW,Active,Part-Time,Zone B,Part-Time,Support,04-07-1998,UP,Male,93935,Fully Meets,3,Unified Mentors Pvt Ltd
3732,Diya,Gupta,31-May-20,System Administrator,Arvind Agarwal,diya.gupta@unifiedmentors.com,MSC,Active,Part-Time,Zone B,Part-Time,Admin,03-07-1954,GJ,Male,39189,Fully Meets,5,Unified Mentors Pvt Ltd
3733,Kavya,Gupta,20-Apr-20,Cybersecurity Analyst,Rahul Mehta,kavya.gupta@unifiedmentors.com,NEL,Future Start,Contract,Zone C,Part-Time,Cyber,15-10-1994,GJ,Female,67458,Fully Meets,3,Unified Mentors Pvt Ltd
3734,Madhav,Jain,07-Mar-19,Project Manager,Ravi Kumar,madhav.jain@unifiedmentors.com,PL,Active,Full-Time,Zone C,Temporary,Project management,21-07-1964,DL,Male,10401,Fully Meets,3,Unified Mentors Pvt Ltd
3735,Ishaan,Jain,29-May-19,Database Administrator,Sita Desai,ishaan.jain@unifiedmentors.com,PYZ,Active,Contract,Zone C,Temporary,Backend,11-07-1963,DL,Male,53943,Fully Meets,1,Unified Mentors Pvt Ltd
3736,Aarav,Reddy,18-Oct-20,Data Analyst,Rahul Mehta,aarav.reddy@unifiedmentors.com,SVG,Active,Full-Time,Zone A,Part-Time,Backend,02-07-1976,MH,Male,20087,Fully Meets,2,Unified Mentors Pvt Ltd
3737,Aanya,Mehta,19-Nov-18,Full stack developer,Ravi Kumar,aanya.mehta@unifiedmentors.com,TNS,Active,Part-Time,Zone B,Part-Time,Development,11-12-1946,MP,Male,42045,Fully Meets,5,Unified Mentors Pvt Ltd
3738,Rohan,Nair,15-Apr-22,DevOps Engineer,Vikram Singh,rohan.nair@unifiedmentors.com,SVG,Voluntarily Terminated,Full-Time,Zone A,Temporary,DevOps,03-09-2000,KA,Female,46066,Fully Meets,3,Unified Mentors Pvt Ltd
3739,Madhav,Jain,24-Aug-18,Cloud Architect,Neha Shah,madhav.jain@unifiedmentors.com,EW,Voluntarily Terminated,Full-Time,Zone B,Temporary,Cloud,09-03-1951,DL,Female,66707,Fully Meets,3,Unified Mentors Pvt Ltd
3740,Aanya,Reddy,15-Oct-22,Database Administrator,Anjali Rao,aanya.reddy@unifiedmentors.com,MSC,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Backend,24-05-2001,KA,Female,81943,Fully Meets,4,Unified Mentors Pvt Ltd
3741,Diya,Singh,27-Feb-23,Software Developer,Meena Joshi,diya.singh@unifiedmentors.com,TNS,Voluntarily Terminated,Full-Time,Zone A,Temporary,Development,14-09-1948,MP,Female,47959,Fully Meets,1,Unified Mentors Pvt Ltd
3742,Nisha,Patel,22-Sep-21,IT Support Specialist,Meena Joshi,nisha.patel@unifiedmentors.com,PYZ,Active,Contract,Zone A,Temporary,Support,12-09-1981,GJ,Female,18742,Fully Meets,2,Unified Mentors Pvt Ltd
3743,Diya,Verma,30-May-20,System Administrator,Pooja Das,diya.verma@unifiedmentors.com,WBL,Active,Contract,Zone A,Part-Time,Admin,13-09-1950,KA,Male,73989,Fully Meets,2,Unified Mentors Pvt Ltd
3744,Ishaan,Verma,11-Sep-20,Cybersecurity Analyst,Meena Joshi,ishaan.verma@unifiedmentors.com,NEL,Active,Part-Time,Zone B,Full-Time,Cyber,22-12-1964,GJ,Female,96900,Fully Meets,5,Unified Mentors Pvt Ltd
3745,Tanvi,Khan,31-May-19,Project Manager,Anil Kapoor,tanvi.khan@unifiedmentors.com,PL,Voluntarily Terminated,Full-Time,Zone C,Full-Time,Project management,20-07-1978,DL,Male,80657,Fully Meets,4,Unified Mentors Pvt Ltd
3746,Ishaan,Patel,13-Jul-20,Database Administrator,Anil Kapoor,ishaan.patel@unifiedmentors.com,BPC,Active,Part-Time,Zone B,Full-Time,Backend,21-08-1969,MP,Male,35335,Fully Meets,3,Unified Mentors Pvt Ltd
3747,Kavya,Patel,09-Sep-21,Data Analyst,Pooja Das,kavya.patel@unifiedmentors.com,CCDR,Voluntarily Terminated,Part-Time,Zone C,Temporary,Backend,17-02-1944,TN,Male,20851,Fully Meets,2,Unified Mentors Pvt Ltd
3748,Rohan,Patel,06-Apr-19,Full stack developer,Sita Desai,rohan.patel@unifiedmentors.com,SVG,Active,Full-Time,Zone C,Part-Time,Development,20-08-1969,KA,Male,62262,Fully Meets,1,Unified Mentors Pvt Ltd
3749,Diya,Sharma,16-Feb-21,DevOps Engineer,Ravi Kumar,diya.sharma@unifiedmentors.com,EW,Active,Full-Time,Zone A,Full-Time,DevOps,02-05-1985,AP,Female,33561,Fully Meets,4,Unified Mentors Pvt Ltd
3750,Aanya,Verma,17-Feb-20,Cloud Architect,Anil Kapoor,aanya.verma@unifiedmentors.com,MSC,Active,Full-Time,Zone C,Part-Time,Cloud,16-02-1955,AP,Male,1641,Fully Meets,1,Unified Mentors Pvt Ltd
3751,Aanya,Patel,15-Oct-21,Database Administrator,Ravi Kumar,aanya.patel@unifiedmentors.com,TNS,Active,Contract,Zone A,Full-Time,Backend,24-12-1972,DL,Male,95822,Fully Meets,3,Unified Mentors Pvt Ltd
3752,Nisha,Khan,06-Jul-22,Software Developer,Sita Desai,nisha.khan@unifiedmentors.com,PYZ,Active,Full-Time,Zone A,Temporary,Development,12-10-1954,AP,Male,12132,Fully Meets,2,Unified Mentors Pvt Ltd
3753,Ishaan,Khan,05-Mar-19,IT Support Specialist,Rahul Mehta,ishaan.khan@unifiedmentors.com,WBL,Active,Part-Time,Zone B,Part-Time,Support,29-09-1959,AP,Male,83572,Fully Meets,4,Unified Mentors Pvt Ltd
3754,Kavya,Nair,02-Jun-20,System Administrator,Ravi Kumar,kavya.nair@unifiedmentors.com,NEL,Active,Full-Time,Zone C,Full-Time,Admin,31-05-1978,AP,Male,1392,Fully Meets,1,Unified Mentors Pvt Ltd
3755,Rohan,Jain,26-Nov-20,Cybersecurity Analyst,Vikram Singh,rohan.jain@unifiedmentors.com,PL,Future Start,Full-Time,Zone C,Full-Time,Cyber,21-04-2001,RJ,Female,40823,Fully Meets,4,Unified Mentors Pvt Ltd
3756,Ishaan,Mehta,24-May-21,Project Manager,Vikram Singh,ishaan.mehta@unifiedmentors.com,BPC,Active,Full-Time,Zone A,Temporary,Project management,01-06-1944,DL,Female,61658,Fully Meets,3,Unified Mentors Pvt Ltd
3757,Kavya,Gupta,17-Oct-22,Database Administrator,Arvind Agarwal,kavya.gupta@unifiedmentors.com,CCDR,Future Start,Full-Time,Zone B,Part-Time,Backend,28-10-1993,DL,Male,60024,Fully Meets,2,Unified Mentors Pvt Ltd
3758,Aarav,Gupta,16-Nov-22,Data Analyst,Pooja Das,aarav.gupta@unifiedmentors.com,SVG,Voluntarily Terminated,Contract,Zone A,Temporary,Backend,20-12-1946,WB,Male,34353,Fully Meets,3,Unified Mentors Pvt Ltd
3759,Aanya,Nair,01-May-22,Full stack developer,Rahul Mehta,aanya.nair@unifiedmentors.com,EW,Active,Contract,Zone B,Full-Time,Development,21-10-1958,RJ,Male,65641,Fully Meets,1,Unified Mentors Pvt Ltd
3760,Rohan,Patel,24-Aug-21,DevOps Engineer,Pooja Das,rohan.patel@unifiedmentors.com,MSC,Active,Full-Time,Zone A,Part-Time,DevOps,12-02-1960,MP,Male,23083,Fully Meets,3,Unified Mentors Pvt Ltd
3761,Arjun,Gupta,22-Jun-23,Cloud Architect,Anil Kapoor,arjun.gupta@unifiedmentors.com,CCDR,Active,Contract,Zone A,Full-Time,Cloud,23-11-1987,MH,Female,36929,Fully Meets,1,Unified Mentors Pvt Ltd
3762,Madhav,Sharma,18-Jul-20,Database Administrator,Ravi Kumar,madhav.sharma@unifiedmentors.com,SVG,Active,Part-Time,Zone B,Temporary,Backend,11-05-1949,MP,Female,75910,Fully Meets,2,Unified Mentors Pvt Ltd
3763,Tanvi,Verma,12-Jan-23,Software Developer,Ravi Kumar,tanvi.verma@unifiedmentors.com,EW,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Development,25-06-1950,GJ,Female,17290,Fully Meets,3,Unified Mentors Pvt Ltd
3764,Rohan,Jain,16-Feb-22,IT Support Specialist,Arvind Agarwal,rohan.jain@unifiedmentors.com,MSC,Active,Full-Time,Zone B,Temporary,Support,13-12-1995,MP,Female,82169,Fully Meets,3,Unified Mentors Pvt Ltd
3765,Rohan,Mehta,02-Sep-22,System Administrator,Rahul Mehta,rohan.mehta@unifiedmentors.com,TNS,Active,Part-Time,Zone A,Temporary,Admin,30-06-1969,WB,Female,23440,Fully Meets,3,Unified Mentors Pvt Ltd
3766,Tanvi,Singh,02-Feb-19,Cybersecurity Analyst,Vikram Singh,tanvi.singh@unifiedmentors.com,PYZ,Active,Part-Time,Zone A,Part-Time,Cyber,10-03-1943,MP,Female,47800,Fully Meets,3,Unified Mentors Pvt Ltd
3767,Nisha,Singh,26-Aug-21,Project Manager,Neha Shah,nisha.singh@unifiedmentors.com,TNS,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Project management,07-03-1993,DL,Female,92103,Fully Meets,2,Unified Mentors Pvt Ltd
3768,Madhav,Khan,31-Dec-20,Database Administrator,Meena Joshi,madhav.khan@unifiedmentors.com,SVG,Active,Contract,Zone B,Full-Time,Backend,30-05-1991,RJ,Female,84868,Fully Meets,4,Unified Mentors Pvt Ltd
3769,Nisha,Mehta,12-Dec-20,Data Analyst,Anil Kapoor,nisha.mehta@unifiedmentors.com,PYZ,Active,Full-Time,Zone A,Full-Time,Backend,21-11-1952,DL,Male,14379,Fully Meets,3,Unified Mentors Pvt Ltd
3770,Nisha,Khan,13-Jan-22,Full stack developer,Vikram Singh,nisha.khan@unifiedmentors.com,PL,Voluntarily Terminated,Contract,Zone B,Temporary,Development,26-01-1995,UP,Male,20999,Fully Meets,3,Unified Mentors Pvt Ltd
3771,Tanvi,Khan,24-Jan-21,DevOps Engineer,Ravi Kumar,tanvi.khan@unifiedmentors.com,NEL,Voluntarily Terminated,Part-Time,Zone B,Temporary,DevOps,20-09-1981,UP,Male,64676,Fully Meets,3,Unified Mentors Pvt Ltd
3772,Tanvi,Singh,08-Feb-22,Cloud Architect,Anil Kapoor,tanvi.singh@unifiedmentors.com,MSC,Active,Full-Time,Zone A,Temporary,Cloud,05-02-1966,MP,Female,36150,Fully Meets,3,Unified Mentors Pvt Ltd
3773,Aanya,Nair,11-Oct-20,Database Administrator,Arvind Agarwal,aanya.nair@unifiedmentors.com,EW,Voluntarily Terminated,Part-Time,Zone A,Temporary,Backend,16-05-1972,TN,Female,49753,Fully Meets,3,Unified Mentors Pvt Ltd
3774,Madhav,Jain,20-Jun-19,Software Developer,Anil Kapoor,madhav.jain@unifiedmentors.com,CCDR,Active,Part-Time,Zone B,Full-Time,Development,06-04-1998,MH,Male,49530,Fully Meets,3,Unified Mentors Pvt Ltd
3775,Aanya,Sharma,13-Jul-21,IT Support Specialist,Neha Shah,aanya.sharma@unifiedmentors.com,BPC,Active,Contract,Zone B,Part-Time,Support,15-10-1980,KA,Male,60043,Fully Meets,3,Unified Mentors Pvt Ltd
